,Year,Mon,Month,PRCP,TMAX,TMIN,RH,EVP,TSUN,U2,PET,SPI
560,07-Aug,8,AUG,199.3,28.7,20.2,89,1.8,2.9,5.7,131.2557936,0.723086703
561,07-Sep,9,SEP,134.1,30.1,20.8,87,2.1,5.1,3.9,132.1044616,-1.265634336
562,07-Oct,10,OCT,142.7,32.3,21,84,2.4,5.3,5.5,184.1992802,0.088630707
563,07-Nov,11,NOV,152.9,32.9,20.4,75,2.9,7.7,5.6,179.7319976,2.241499818
564,07-Dec,12,DEC,0.3,34.2,20.1,48,3.1,6.9,5.4,194.3674548,0.717558457
565,08-Jan,1,JAN,0,33.9,21,56,9.7,6.9,5.4,178.1220794,0.253347103
566,08-Feb,2,FEB,0,35.7,22.4,32,1.4,8.1,6.1,194.6255404,-0.253347103
567,08-Mar,3,MAR,20.5,35.6,23.4,73,7.4,6,5.5,205.153506,-0.684697874
568,08-Apr,4,APR,106.1,35.4,22.7,76,5.6,6.4,6,213.5901186,0.12586746
569,08-May,5,MAY,42.3,32.5,21.3,81,4.1,7.2,4.9,182.3642604,-2.419850309
570,08-Jun,6,JUN,241.1,31.4,21.8,86,2.6,6.1,4.5,149.7943189,0.764480301
571,08-Jul,7,JUL,318.6,28.9,20.9,89,1.8,3.8,4.7,131.5518647,1.829397091
572,08-Aug,8,AUG,226.3,28.7,21.3,92,1.6,2.6,4.4,131.0054182,0.954756852
573,08-Sep,9,SEP,272.3,29.4,21.4,88,1.7,4.3,4.1,139.5733044,0.705491555
574,08-Oct,10,OCT,224.5,31.1,20.9,83,3.3,6.1,3.9,153.0075084,0.925668056
575,08-Nov,11,NOV,4.8,33.4,18.4,80,5.7,7.6,3.5,168.643568,0.281595124
576,08-Dec,12,DEC,14,33.1,11.3,36,1.8,8.3,5.6,227.3734518,1.176230127
577,09-Jan,1,JAN,11.1,34.8,17.6,48,1,7.7,5.2,201.5383598,1.001467017
578,09-Feb,2,FEB,1.2,35.8,20.2,76,6.8,8.7,4.5,183.2023381,-0.10961043
579,09-Mar,3,MAR,17.9,34.7,22.3,44,6.2,7.2,5.1,197.1941578,-0.818387256
580,09-Apr,4,APR,223.9,35.8,22.4,79,5.1,7.9,4.2,193.4422068,1.585768923
581,09-May,5,MAY,76,32.8,21.6,79,4,7.5,4.3,178.0163665,-1.418581769
582,09-Jun,6,JUN,177.2,30.9,20.7,85,3.3,5.8,3.4,136.0021264,-0.12678341
583,09-Jul,7,JUL,313.4,29.5,21.1,92,1.8,3.3,3.6,128.8818675,1.78540525
584,09-Aug,8,AUG,209.1,28.6,20.6,92,1.6,4,3.3,117.565317,0.809395373
585,09-Sep,9,SEP,185.7,30.6,20.3,89,2,5.3,3.4,138.375501,-0.415607012
586,09-Oct,10,OCT,122.8,31.8,20.8,88,2.5,6.7,3.2,154.9953958,-0.161908714
587,09-Nov,11,NOV,4.4,34.2,19.7,75,5.3,7.2,3.1,168.7513109,0.261544626
588,09-Dec,12,DEC,0,34.1,18.6,38,1,7.2,3.6,174.0442921,0.604585347
589,10-Jan,1,JAN,1.3,34.1,20,59,9.6,9.5,5.2,184.1033204,0.524200692
590,10-Feb,2,FEB,90.2,35.7,20.1,74,8.1,6.5,4.9,183.194664,2.321885878
591,10-Mar,3,MAR,16.5,34.2,22,67,7.5,8.3,5.2,195.2811412,-0.894392458
592,10-Apr,4,APR,86.4,32.3,23,77,6.5,7.5,4.9,164.3801843,-0.214612125
593,10-May,5,MAY,115.3,32.7,21.6,78,5.3,6.9,4.4,177.0956445,-0.596508504
594,10-Jun,6,JUN,137.4,30.7,21.4,85,2.7,5.8,3.3,142.6698725,-0.797857425
595,10-Jul,7,JUL,93.7,28,21.2,90,2.2,3.8,3.7,117.8160931,-0.839596996
596,10-Aug,8,AUG,125.5,27.9,21.1,91,1.7,2.9,3.9,112.7753239,-0.039761462
597,10-Sep,9,SEP,146.8,29.8,21.3,88,2,4.2,3.8,131.447306,-1.037966308
598,10-Oct,10,OCT,276.1,31,21.1,83,2.9,6.6,4.5,157.9577544,1.354340229
599,10-Nov,11,NOV,25.9,34,20.4,77,5.8,9,3.9,170.6298798,0.869712315
600,10-Dec,12,DEC,0,34.8,15.9,51,5.2,7.9,3.5,186.1500977,0.604585347
601,11-Jan,1,JAN,0,34.5,19.7,49,7.9,7.3,5.2,187.1775001,0.253347103
602,11-Feb,2,FEB,23.6,35.7,22.7,63,12.5,8.5,4.2,156.2541927,0.922017558
603,11-Mar,3,MAR,23.1,33.6,22.6,75,7.8,8.1,3,159.1142704,-0.55972577
604,11-Apr,4,APR,21.1,34.2,21.9,76,4.2,7.4,2.6,164.2503682,-2.067242218
605,11-May,5,MAY,122.8,33.6,22.1,79,3.7,7.5,2.8,170.3329721,-0.462793136
606,11-Jun,6,JUN,212.9,30.9,21.3,85,3.1,5.9,2.8,124.6245017,0.393271274
607,11-Jul,7,JUL,93.1,28.6,20.8,92,1.7,4.1,3.1,122.3212892,-0.850977258
608,11-Aug,8,AUG,203.4,28.1,20.3,91,1.6,3.8,3.5,125.0251429,0.759523159
609,11-Sep,9,SEP,247.5,30.2,20.4,88,1.8,4.3,2.1,120.3202952,0.412191109
610,11-Oct,10,OCT,203.3,31.7,20.4,83,2.1,5.7,2.2,146.1963313,0.731099707
611,11-Nov,11,NOV,0,34.3,21,77,3.8,8.5,2.2,153.0912642,-0.253347103
612,11-Dec,12,DEC,0,32.5,20.1,51,4.7,7.5,3.1,150.1047683,0.604585347
613,12-Jan,1,JAN,0,32.9,18.3,22,8.1,8,3.2,163.1327554,0.253347103
614,12-Feb,2,FEB,22.1,35.6,21.6,35,6.4,8.6,4.4,179.64521,0.874799398
615,12-Mar,3,MAR,4,36.6,22.4,75,6,8.1,4.4,210.7837277,-1.674394457
616,12-Apr,4,APR,138.7,33.7,22,77,4.2,7.6,3.2,171.424469,0.606348632
617,12-May,5,MAY,138.2,32.2,21.8,83,2.3,6.9,3.2,160.0342534,-0.204760447
618,12-Jun,6,JUN,81.9,31.2,20.9,86,2.5,6.6,3.3,139.1255411,-2.010370639
619,12-Jul,7,JUL,120.7,27.9,21.1,89,1.6,4.7,5.9,124.4876283,-0.372623237
620,12-Aug,8,AUG,123.4,29,20.5,91,1.2,3.1,3.7,130.0147658,-0.065439921
621,12-Sep,9,SEP,230,30.1,20.9,89,1.7,3,3.6,130.6625645,0.193322244
622,12-Oct,10,OCT,153.7,30.8,21.2,85,2.7,5.4,3.5,155.2519041,0.217137915
623,12-Nov,11,NOV,8.9,32.8,19.5,68,4.9,9.2,2.6,153.5014882,0.448158756
624,12-Dec,12,DEC,25.2,33.6,17.8,49,8.2,8.9,2.6,156.043209,1.353610076
625,13-Jan,1,JAN,4.8,34.3,17.1,64,11.7,8.4,3.8,182.3829624,0.753605199
626,13-Feb,2,FEB,5.5,35.6,22,44,12.4,7.1,4.9,184.2146314,0.191420623
627,13-Mar,3,MAR,38.4,36.9,22.2,48,8,5.3,2.4,182.2715635,0.048351079
628,13-Apr,4,APR,223.4,34.3,22.8,79,4.8,7.5,3.4,170.5759981,1.580789124
629,13-May,5,MAY,121.7,32.4,21.9,81,3.3,7.9,3.1,159.6225664,-0.482048638
630,13-Jun,6,JUN,148.4,30.2,20.8,84,2.3,6.1,3.1,141.4888397,-0.600422871
631,13-Jul,7,JUL,110.6,29.2,20.3,89,1.5,4.9,1.7,114.7814544,-0.537959628
632,13-Aug,8,AUG,51.4,29.3,20.1,91,1.4,2.9,2,114.7867727,-1.23153325
633,13-Sep,9,SEP,266.5,29.9,20.4,89,1.7,5.5,3.3,130.7787733,0.638524992
634,13-Oct,10,OCT,308.8,31.2,20.7,85,2.4,5.8,1.8,131.3212111,1.600097644
635,13-Nov,11,NOV,0,32.1,21.4,80,6.1,7.8,3,151.3667001,-0.253347103
636,13-Dec,12,DEC,6.8,33.8,17.9,72,7.9,8.4,4.1,182.7410087,1.019099566
637,14-Jan,1,JAN,9.7,33.7,17.4,55,12.2,6.1,2.7,152.3105075,0.954214455
638,14-Feb,2,FEB,28.6,35.6,18,73,8.7,5.7,4.5,193.7521751,1.069846264
639,14-Mar,3,MAR,52.2,36.3,22.4,73,6.9,7.7,3.4,185.8802492,0.478371782
640,14-Apr,4,APR,408.8,34.3,22.5,77,5.4,7.3,3.3,175.7310498,3.094368215
641,14-May,5,MAY,232.3,32.3,22.2,86,4,7.4,2.3,151.4474588,1.057603953
642,14-Jun,6,JUN,305.2,31,21.9,85,2.6,6.6,2.4,136.1595888,1.513620084
643,14-Jul,7,JUL,332.3,29.8,21.7,90,1.9,4.8,1.7,112.7157701,1.943181325
644,14-Aug,8,AUG,225.3,28.7,21.2,93,1.9,3.3,1.8,109.9149881,0.946504543
645,14-Sep,9,SEP,511.7,29.8,21.2,90,2.1,4.8,4.8,147.2208879,2.913363287
646,14-Oct,10,OCT,379.4,32.2,21.2,88,2.5,6.1,5,172.8686016,2.079928793
647,14-Nov,11,NOV,15.4,36.6,20.9,77,6.3,8.2,2.9,171.5892613,0.639423684
648,14-Dec,12,DEC,0,33.7,19.3,51,8.1,8.3,2.6,148.3374938,0.604585347
649,15-Jan,1,JAN,1.5,35.2,20.3,34,9.1,8.2,2.8,152.7614072,0.542838529
650,15-Feb,2,FEB,0,36.3,18.4,37,10,8.5,2.7,156.4900291,-0.253347103
651,15-Mar,3,MAR,129.8,36.6,23.9,68,9.3,7.7,3.9,191.243833,2.092691932
652,15-Apr,4,APR,79.5,36.3,23,78,5.4,6.9,3.7,176.255732,-0.346318822
653,15-May,5,MAY,237.9,32.7,22,83,3.6,6.8,3.2,162.737184,1.121100687
654,15-Jun,6,JUN,237.8,30.5,21.4,85,2.7,7,2.9,138.8335641,0.722567691
655,15-Jul,7,JUL,94.7,28.4,20.3,92,1.8,5.2,2.6,124.6542646,-0.820742223
656,15-Aug,8,AUG,299.3,28,20.2,92,1.5,4.6,1.9,123.3271663,1.503449625
657,15-Sep,9,SEP,161.8,29.3,20.8,89,1.7,5.2,1.8,116.2982731,-0.785963146
658,15-Oct,10,OCT,129.3,30.5,20.9,89,2.6,5.9,2.1,132.9804123,-0.077239694
659,15-Nov,11,NOV,63.8,32.8,21.4,63,6.1,7.6,2.5,139.8823094,1.424983642
660,15-Dec,12,DEC,0,33.4,21.1,54,10.7,5.7,2.5,135.4241645,0.604585347
